en-de	gold	124	Also sehe ich diese Messe als eine wichtige mögliche Quelle für nicht englische Sprache, die wir verwenden können, um den Test zu erweitern.	-1	-1	no-error
en-de	gold	125	"Ich denke, wir sollten uns wirklich auf den ""Clearest Voice""-Wettbewerb konzentrieren, und wir können den Stand machen, wenn wir müssen."	-1	-1	no-error
en-de	gold	126	Aber ich möchte das beschränken, denn die Verbreitung in die Highschool-Studenten hat für uns weniger Auswirkungen.	54	56	major
en-de	gold	127	Es ist wichtiger, es als Testsitzung zu verwenden.	-1	-1	no-error
en-de	gold	128	Also sollten wir uns auf [PERSON1] konzentrieren und die Organisatoren zufrieden halten, damit wir die Datenerhebung dort durchführen können.	0 0	34 0	major major
en-de	gold	129	Und wir tun, was sie wollen, dass wir im Gegenzug tun. Wir müssen ihr Plenarprogramm überprüfen, und welche Art von Untertiteln wäre nützlich für dieses Programm. Das würde es zu einer Testsitzung für uns machen. Und was unsere eigene Präsenz auf dieser Messe angeht, denke ich nicht, es ist zu wichtig.	128	161	major
en-de	gold	130	Wenn man uns also fragt, ob wir wirklich da sein und anwesend sein sollen, dann ist das in Ordnung, aber wenn nicht, denke ich, dass es definitiv gut für uns ist, hinter dem Vorhang und hinter den Kulissen zu bleiben und dort unseren Job zu machen.	-1	-1	no-error
en-de	gold	131	Ja, ich habe noch nicht versucht, mich dafür anzumelden, aber ich glaube, das letzte Mal war es obligatorisch, den Stand zu haben.	-1	-1	no-error
en-de	gold	132	(PERSON2) Ja, das ist er.	14	24	major
en-de	gold	133	Also diskutieren Sie mit ihnen, was nötig ist, damit sie glücklich sind, und sie erlauben uns, die klarste Stimme zu machen, das ist das Wichtigste.	-1	-1	no-error
en-de	gold	134	Die Testsitzung ist weniger ein Drang.	20	37	major
en-de	gold	135	Und die Kabine ist etwas, das wir wirklich vermeiden könnten, wenn möglich.	-1	-1	no-error
en-de	gold	136	Und dann, ich stimme zu, dass es eine Menge Lärm in diesem Wörterbuch.	10 69	23 70	minor major
en-de	gold	137	Also habe ich gebeten, dass Sie verschiedene Versionen dieses Wörterbuchs haben, indem Sie nur die Worte nehmen, die fünfmal beobachtet wurden.	-1	-1	no-error
en-de	gold	138	Und nur die Aussprachen, die drei Mal oder mehr beobachtet wurden, oder so.	-1	-1	no-error
en-de	gold	139	So, auf diese Weise, diese zufälligen Fehler, wie das Beispiel mit diesem vier IBM statt IBM.	-1	-1	no-error
en-de	gold	140	Das wird nicht so häufig passieren.	-1	-1	no-error
en-de	gold	141	"Aber trotzdem werden Sie die Varianten in der Aussprache haben, denn wenn die Person, sagt dies """"alzo"""", wenn Sie sich erinnern, wenn er sagt, dass """"Alzo"""" mit einem """"Z"""" 20 Mal in den in dem Gespräch, dann Sie werden das sehen, in die Daten mit dem """" Z""""."	91 86 144 138 235 181	95 103 148 203 238 187	major major major major major major
en-de	gold	142	Und wenn er es manchmal auch richtig sagen kann, dann ja, wieder, werden Sie das in den Daten sehen.	58 66	64 80	minor minor
en-de	gold	143	Ich möchte also, dass [PERSON4] in Kontakt mit [PERSON2] tritt.	-1	-1	no-error
en-de	gold	144	Vielleicht kannst du weiter anrufen, oder?	11	20	major
en-de	gold	145	Ich muss jetzt gehen, weil ich den Kindern Mittagessen geben muss und so weiter.	-1	-1	no-error
en-de	gold	146	Aber bleiben Sie bitte bei diesem Anruf und finden Sie gemeinsam heraus, wie man dieses Wörterbuch benutzt.	-1	-1	no-error
en-de	gold	147	Also, [PERSON4], bitte zeigen, was das Wörterbuch ist, dass das System akzeptiert.	29	30	major
en-de	gold	148	Teilen Sie Ihren Bildschirm und zeigen Sie ihn.	-1	-1	no-error
en-de	gold	149	Und [PERSON2], bitte schauen Sie sich das an und helfen Sie mir, das Wörterbuch zu konvertieren das Sie in diese Datei gesendet haben.	95	96	minor
en-de	gold	150	Eine Sache, die noch benötigt wird, ist der Ersatz des Sprachmodells.	-1	-1	no-error
en-de	gold	151	Aber all diese Worte sollten bekannte Worte sein.	-1	-1	no-error
en-de	gold	152	Also [PERSON4], Sie müssen herausfinden, welche Wörter im Sprachmodell sind.	-1	-1	no-error
en-de	gold	153	Und die Wörter, die im Sprachmodell sind, sollten einfach kopiert werden.	-1	-1	no-error
en-de	gold	154	Das Wörterbuch wird also drei Spalten haben.	-1	-1	no-error
en-de	gold	155	Das Graphem, wie es ausgegeben wird.	-1	-1	no-error
en-de	gold	156	Einer wurde erkannt.	-1	-1	no-error
en-de	gold	157	Die Phoneme, wie [PERSON2] vorgeschlagen.	12	13	major
en-de	gold	158	Und es wird mehrere Linien mit verschiedenen Variationen des Phonems geben.	-1	-1	no-error
en-de	gold	159	Und die dritte Spalte n wird auch wieder die gleiche für alle diese, und wieder wird es dieselbe Graphemform sein.	22	23	major
en-de	gold	160	Das ist also, wenn das Sprachmodell sieht.	-1	-1	no-error
en-de	gold	161	Und ich denke, auf diese Weise sollten diese Systeme in der Lage sein, es zu laden.	-1	-1	no-error
en-de	gold	162	Und Sie werden auch möglicherweise auf ein weiteres Problem stoßen: dass es nicht für zwei große benutzerdefinierte Wörterbücher bereit ist.	-1	-1	no-error
en-de	gold	163	Also, das ist auch etwas, was getestet werden muss, aber bitte testen Sie es, Sie beide zusammen.	-1	-1	no-error
en-de	gold	164	Also weiß [PERSON2], was er im Wörterbuch geschaffen hat.	-1	-1	no-error
en-de	gold	165	Und Sie wissen, wie das Wörterbuch aussieht, wenn Sie es manuell erstellen, und Sie müssen diese beiden Wissensstücke zusammenfügen.	-1	-1	no-error
en-de	gold	166	Ah, damit es mit dem generierten Wörterbuch funktioniert.	-1	-1	no-error
en-de	gold	167	(Person 4) Okay, das ist alles.	17	30	major
en-de	gold	168	(PERSON6) Also [Person2], macht das Sinn?	-1	-1	no-error
en-de	gold	169	Ja, natürlich, wir besprechen es.	0	0	major
en-de	gold	170	(PERSON6) Ja, also gibt es noch etwas anderes, [Person2], das du hast?	62	69	major
en-de	gold	171	(PERSON2) Nun, vielleicht interessante Informationen für Dominik.	-1	-1	no-error
en-de	gold	172	Ich schließe die Ausbildung eines deutschen ASR ab, das für Zeitstempel verwendet werden kann.	-1	-1	no-error
en-de	gold	173	Ich bin mir nicht sicher, wie gut es sein wird, denn ich versuche es auf (Libry) Speech.	-1	-1	no-error
en-de	gold	174	Und doch, als ich es heruntergeladen habe, behaupteten sie, es habe mehr als 600 Stunden.	-1	-1	no-error
en-de	gold	175	Aber dann sagte die Ausbildung, dass der eigentliche Trainingsset nur etwa 300 Stunden enthielt.	37	40	major
en-de	gold	176	Und ich bin mir immer noch nicht sicher, ob diese 300 Stunden nicht ähnliche Sätze enthalten.	-1	-1	no-error
en-de	gold	177	Oder tatsächlich die gleichen Sätze, die von verschiedenen Sprechern gesprochen werden.	-1	-1	no-error
en-de	gold	178	Zum Beispiel beobachtete ich früher in Englisch oder Tschechisch steilere Konvertierungen.	-1	-1	no-error
en-de	gold	179	Und jetzt wird es nicht so schnell konvertieren.	-1	-1	no-error
en-de	gold	180	Also, wenn wir während des Trainings einige Proben nehmen.	-1	-1	no-error
en-de	gold	181	Dann gibt es noch einige ernste Fehler in der ASR-Ausgabe.	-1	-1	no-error
en-de	gold	182	Ich hoffe, dass es für die Zeitmarkierung gut genug ist.	-1	-1	no-error
en-de	gold	183	Oder wir könnten es zumindest versuchen.	-1	-1	no-error
en-de	gold	184	(PERSON1) und dann werden wir herausfinden, welche Pakete in der Petri-Umgebung installiert werden.	-1	-1	no-error
en-de	gold	185	Ja, es gibt noch eine Sache, vielleicht ist es keine gute Idee, diese beiden Runden in einem Setup zu kombinieren.	0	0	major
en-de	gold	186	Ich denke, es ist eigentlich besser, wenn Sie es getrennt laufen lassen und die Ausgänge sparen.	89	95	major
en-de	gold	187	Also, Sie verwenden zuerst die Umgebung für die Kreuzfahrtkontrolle und die Verarbeitung,	-1	-1	no-error
en-de	gold	188	(PERSON7) und Sie sammeln alle Ausgabe-Dateien, und dann laufen Sie die Auswertung.	57	63	major
en-de	gold	189	Und der Grund für diese Spaltung ist, dass man mehr lähmlich machen kann.	52	60	major
en-de	gold	190	Es wird also sicher Probleme auf verschiedenen Fronten geben, und wir werden die Zahlen sehr bald brauchen.	29	32	major
en-de	gold	191	Also, wenn zum Beispiel, einige der Testdateien aus irgendeinem Grund scheitern, dann können Sie immer noch die Übersetzung für die verbleibenden laufen lassen, und neu bewerten, mit einer Zelle T F, die fehlenden und so weiter.	-1	-1	no-error
en-de	gold	192	Es geht also nicht darum, eine serielle, sequentielle Verarbeitung zu erstellen, die beides beinhaltet, sondern um die Ergebnisse, und es ist eigentlich besser, es in Scheiben zu machen.	-1	-1	no-error
en-de	gold	193	Erst alle Outputs, dann alle Bewertungen.	-1	-1	no-error
en-de	gold	194	(PERSON1) Ja, also, ich meine, im Moment, tat ich das Gleiche.	40	41	minor
en-de	gold	195	(PERSON2) Aber der Flask-Teil oder der Kommunikationsteil mit dem Kunden ist etwas, das ich nicht kann.	97	98	major
en-de	gold	196	Weil ich keine Erfahrung und keine Zeit habe, es in Betrieb zu nehmen.	-1	-1	no-error
en-de	gold	197	(Person 1) Ich dachte, es bedeutete etwas mit ich weiß nicht Mediator.	46	69	major
en-de	gold	198	(PERSON2) Nein, erstellen Sie einen HTTP-Client, der die Warteschlange ausfüllen und aus einer anderen Warte lesen kann.	103 57	108 70	major major
en-de	gold	199	Und senden Sie den Text in einer HTTP-Anfrage zurück.	-1	-1	no-error
en-de	gold	200	Denn meine Idee ist, dass die Benutzer-Klicks auch im ukrainischen Projekt verwendet werden.	-1	-1	no-error
en-de	gold	201	(PERSON2) Und meine Idee ist, dass ein Kunde auf diese Mikrofon-Taste klickt und anfängt zu sprechen, und wenn der Benutzer spricht, sendest du das Audio in kleinen Stücken zur gleichen Zeit.	133	143	major
en-de	gold	202	Sagen wir 200 oder sogar 100 Millisekunden.	-1	-1	no-error
en-de	gold	203	Und auf den HTTP-Server legen Sie es in eine Warteschlange, die ich die Warte später mit (ASR) zu behandeln.	45 72 95 98	58 77 97 107	major major major major
en-de	gold	204	Und das Modell wird einige Logik machen, einige Schlussfolgerungen daraus ziehen.	33	39	major
en-de	gold	205	Und wann immer es ein neues Stück Transkript hat, sendet es es zurück, und der Benutzer sollte das teilweise Transcript zurückbekommen.	109 34	119 44	minor minor
en-de	gold	206	Und es sollte sofort im Textfeld angezeigt werden.	-1	-1	no-error
en-de	gold	207	Ich könnte darüber nachdenken.	0	0	major
en-de	gold	208	Ich kenne Flask auch nicht wirklich, aber ja, ich kann darüber nachdenken.	-1	-1	no-error
en-de	gold	209	(PERSON2) Oh vielleicht ein anderer HTTP-Server.	-1	-1	no-error
en-de	gold	210	Ich weiß nicht, vielleicht brauchen wir dafür keinen ausgefallenen HTTP-Server.	-1	-1	no-error
en-de	gold	211	(PERSON1) Ich meine, für den Textfluss verwenden wir etwas wie Hypercore, aber ich bin mir nicht sicher, ob das hier funktioniert.	-1	-1	no-error
en-de	gold	212	(PERSON2) Ja, die einzige Anforderung ist, dass es mehr Verbindungen gleichzeitig bewältigen sollte.	-1	-1	no-error
en-de	gold	213	(PERSON1) Nun, ich denke, der Online-Textfluss beträgt mindestens 2 000.	-1	-1	no-error
